title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Evaluating very long-term conversational memory of llm agents,"A Maharana, DH Lee, S Tulyakov…",2024,835,"… architectures and grounding their dialogues on personas and temporal … coreference resolution, respectively. From initial studies, we observed that multimodal coreference resolution can …",l0yQvaOD4wsJ,"A Maharana, DH Lee, S Tulyakov… - Proceedings of the …, 2024 - aclanthology.org",[],https://aclanthology.org/2024.acl-long.747.pdf,unknown,unknown
Memlens: Benchmarking multimodal long-term memory in large vision-language models,"X Ren, Z Wang, Y Du, Z Xie, C Liu, X Yang…",2026,6,"… that builds a coherent multi-session chat history for each … , and entity resolution determines co-reference by comparing … multimodal and multi-session conversation. Proceedings of …",FVuk3oWGJM0J,"X Ren, Z Wang, Y Du, Z Xie, C Liu, X Yang… - arXiv preprint arXiv …, 2026 - arxiv.org",[],https://arxiv.org/abs/2605.14906,unknown,unknown
Fic2Bot: A Scalable Framework for Persona-Driven Chatbot Generation from Fiction,"S Kang, C Lee, S Jung, M Lee",2025,2,"… entity resolution, more relevant retrieval, highly accurate speaker attribution, and stronger persona consistency in multi-turn dialogues. … , entity extraction, and coreference resolution, and …",XWSnyszQaZQJ,"S Kang, C Lee, S Jung, M Lee - Electronics, 2025 - mdpi.com",[],https://www.mdpi.com/2079-9292/14/19/3859,unknown,unknown
Longmemeval: Benchmarking chat assistants on long-term interactive memory,"D Wu, H Wang, W Yu, Y Zhang, KW Chang…",2024,533,"… to information loss, it improves the multi-session reasoning accuracy. … Long-Term Dialogue Benchmarks As the ability of dialogue … Minimize the coreference across the facts, eg, replace …",KMTp1WD7uzYJ,"D Wu, H Wang, W Yu, Y Zhang, KW Chang… - arXiv preprint arXiv …, 2024 - arxiv.org",[],https://arxiv.org/abs/2410.10813,unknown,unknown
LANTERN: Layered Archival and Temporal Episodic Retrieval Network for Long-Context LLM Conversations,R Subramani,2026,0,"… -style facts, and crossturn coreference resolution for entity facts. … We evaluate within individual conversations; multi-session … for multi-session or continuousconversation deployments …",wyHszrL7kuIJ,"R Subramani - arXiv preprint arXiv:2606.05182, 2026 - arxiv.org",[],https://arxiv.org/abs/2606.05182,unknown,unknown
A survey on recent advances in conversational data generation,"H Soudani, R Petcu, E Kanoulas, F Hasibi",2026,46,"… , coreference alignment modeling instructs the decoder to focus on the correct non-pronominal coreferent mention in the conversation’… It generates multi-session conversations using an …",01BfAqHcf8QJ,"H Soudani, R Petcu, E Kanoulas, F Hasibi - ACM Computing Surveys, 2026 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/3795686,unknown,unknown
Response Generation in Longitudinal Dialogues,SM Mousavi,2023,0,"… To address the lack of proper dialogue data, we studied LDs and multi-session conver… The process of recognizing an event new implicitly involves the event coreference resolution task. …",Y2EyX49N-rYJ,SM Mousavi - 2023 - iris.unitn.it,[],https://iris.unitn.it/handle/11572/376853,unknown,unknown
"Fewer Clarifications, Better Code: Benchmarking Cross-Session Personalized Ambiguity Adaptation in Coding Assistants","Z Xu, W Zhang, Z Qin, R Sheng, Y Sun, H Qu…",2026,0,… The assistant receives the public dialogue traces of (n) resolved same-user coding sessions … This section describes how CAPA generates the personalized multi-session data defined in …,HnLO-W1K2sgJ,"Z Xu, W Zhang, Z Qin, R Sheng, Y Sun, H Qu… - arXiv preprint arXiv …, 2026 - arxiv.org",[],https://arxiv.org/abs/2607.26611,unknown,unknown
H2HMem: A Multimodal Memory Benchmark for Agents in Human-Human Interactions,"S Zhu, Y Yang, Z Wang, T Shen, D Guo…",2026,2,"… We study multi-session, multimodal question answering grounded in human–human interactions. An interaction, denoted as a dialogue S, is represented as a sequence of T sessions, S …",pfrQnyUXMmIJ,"S Zhu, Y Yang, Z Wang, T Shen, D Guo… - arXiv preprint arXiv …, 2026 - arxiv.org",[],https://arxiv.org/abs/2606.09461,unknown,unknown
Conversational information seeking,"H Zamani, JR Trippas, J Dalton…",2023,272,"… A conversation is often defined as a sequence of … of conversation in linguistics and dialogue systems that only focus on natural language interactions, we argue that a conversation can …",4Qw6ZBtFoSMJ,"H Zamani, JR Trippas, J Dalton… - Foundations and Trends® …, 2023 - emerald.com",[],https://www.emerald.com/ftinr/article/17/3%E2%80%944/244/1330396,unknown,unknown
"Taxonomy of abstractive dialogue summarization: Scenarios, approaches, and future directions","Q Jia, Y Liu, S Ren, KQ Zhu",2023,25,… of coreference resolution models trained on normal text drops dramatically on dialogues [106]… Multi-session dialogue summarization is required when conversations occur multiple times …,ELrZpEEayeIJ,"Q Jia, Y Liu, S Ren, KQ Zhu - ACM Computing Surveys, 2023 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/3622933,unknown,unknown
G-Long: Graph-Enhanced Memory Management for Efficient Long-Term Dialogue Agents,"M Choi, Y Jang, S Youn, Y Ko",2026,0,"… Even after filtering common coreferences (FraCom + Removed Coreference), G-Long maintains a … datasets tailored for multi-session and long-term conversational memory modeling. …",CPmrKUnhRE4J,"M Choi, Y Jang, S Youn, Y Ko - arXiv preprint arXiv:2606.13115, 2026 - arxiv.org",[],https://arxiv.org/abs/2606.13115,unknown,unknown
Eventweave: A dynamic framework for capturing core and supporting events in dialogue systems,"Z Zhao, S Zhang, Y Du, B Liang, B Wang…",2026,3,"… Beyond general response quality metrics, we next examined how effectively each model detects and leverages events in multi-session dialogues. We evaluate the outputs according to …",aXZP585acdkJ,"Z Zhao, S Zhang, Y Du, B Liang, B Wang… - Proceedings of the …, 2026 - aclanthology.org",[],https://aclanthology.org/2026.acl-long.198/,unknown,unknown
Structured Episodic Event Memory,"Z Lu, D Li, Y Shi, B Wang, L Wang…",2026,4,"… , and preference details), multi-session reasoning for synthesizing fragmented information, temporal … Derived from long-form multi-session dialogues that span up to 32 sessions with an …",kpPuvPCaSmQJ,"Z Lu, D Li, Y Shi, B Wang, L Wang… - Proceedings of the 64th …, 2026 - aclanthology.org",[],https://aclanthology.org/2026.acl-long.277/,unknown,unknown
The Mobile Fact and Concept Textbook System (MoFaCTS).,"PI Pavlik Jr, AM Olney, A Banker, L Eglington, J Yarbro",2020,20,"… and a dialog system, which will trigger a short conversation by a … uses the length of co-reference chains and the number of … root TDF, so multisession between-subjects comparisons with …",bLzAibcnV30J,"PI Pavlik Jr, AM Olney, A Banker, L Eglington, J Yarbro - Grantee Submission, 2020 - ERIC",[],https://eric.ed.gov/?id=ED610905,unknown,unknown
