title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
A simple yet strong baseline for long-term conversational memory of llm agents,"S Zhou, J Han",2025.0,13,"… Motivated by neo-Davidsonian event semantics, we propose an … Concretely, we instruct an LLM to decompose each session … 2025) organize memory into episodic and semantic stores, …",Rs7jxIV_oesJ,"S Zhou, J Han - arXiv preprint arXiv:2511.17208, 2025 - arxiv.org",[],https://arxiv.org/abs/2511.17208,unknown,unknown
Memory in the age of ai agents,"Y Hu, S Liu, Y Yue, G Zhang, B Liu, F Zhu, J Lin…",2025.0,83,"… , agents may operate over a multimodal and semantically … tasks, long-term memory may be updated episodically at task … how agent memory relates to, and diverges from, LLM memory, …",-_ycVRGPhrgJ,"Y Hu, S Liu, Y Yue, G Zhang, B Liu, F Zhu, J Lin… - arXiv preprint arXiv …, 2025 - arxiv.org",[],https://arxiv.org/abs/2512.13564,unknown,unknown
Episodic-Semantic Memory Architecture for Long-Horizon Scientific Agents,N Milosevic,2026.0,1,"… transitions to neocortical long-term storage—a biological analog to our episodic-to-… Our architecture presents both memory sources to the LLM simultaneously during inference, …",hP2KAr7w9_kJ,"N Milosevic - arXiv preprint arXiv:2605.17625, 2026 - arxiv.org",[],https://arxiv.org/abs/2605.17625,unknown,unknown
Empowering working memory for large language model agents,"J Guo, N Li, J Qi, H Yang, R Li, Y Feng, S Zhang…",2023.0,32,"… is required into optimizing episodic memory encoding, storage, … LLM agents with more sophisticated, humanlike memory … By harnessing the capabilities of full-text search, semantic …",wSStHmHeX3EJ,"J Guo, N Li, J Qi, H Yang, R Li, Y Feng, S Zhang… - arXiv preprint arXiv …, 2023 - arxiv.org",[],https://arxiv.org/abs/2312.17259,unknown,unknown
Development of a human-inspired long-term memory for interactive conversational agents,"A De Marco, FA Galatolo, L Cominelli…",2025.0,2,… relevant episodic and declarative memories to support semantically enriched interactions. A significant innovation in our approach is the use of a Large Language Model (LLM) Agent to …,nGgOcnK-SxYJ,"A De Marco, FA Galatolo, L Cominelli… - … on Metrology for …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11340339/,unknown,unknown
A Multi-Memory Segment System for Generating High-Quality Long-Term Memory Content in Agents,"G Zhang, B Wang, Y Ma, D Zhao, Z Yu",2025.0,2,"… Episodic memory describes event information, which is similar to the semantics of short-term memory information, and LLM have the ability to understand its content through short-term …",5wlIgQ1_mWMJ,"G Zhang, B Wang, Y Ma, D Zhao, Z Yu - arXiv preprint arXiv:2508.15294, 2025 - arxiv.org",[],https://arxiv.org/abs/2508.15294,unknown,unknown
AgentMemBench: A Systematic Benchmark for Evaluating Long-Term Memory Management Strategies in Conversational AI Agents,A Cherif,2026.0,0,"… related work on LLM memory and agent architectures; … working memory (the live context window), episodic memory (… [6] extend this by combining semantic similarity with recency …",2HA72X2Yg58J,"A Cherif - arXiv preprint arXiv:2608.00009, 2026 - arxiv.org",[],https://arxiv.org/abs/2608.00009,unknown,unknown
Learning from supervision with semantic and episodic memory: A reflective approach to agent adaptation,"J Hassell, D Zhang, H Kim, T Mitchell…",2026.0,3,"… In this paper, we investigate how LLM agents can effectively … 33] similarly maintains long-term user memories with periodic … -level episodic critiques and a single datasetlevel semantic …",DWk9QrzcN28J,"J Hassell, D Zhang, H Kim, T Mitchell… - Proceedings of the ACM …, 2026 - dl.acm.org",[],https://dl.acm.org/doi/abs/10.1145/3786335.3813154,unknown,unknown
A Comparative Analysis of Episodic and Semantic Memory in LLMs: Insights from'Multi-Layered Memory Architectures for LLM Agents,"C Brooks, M Sterling",,0,"… analysis of episodic and semantic memory architectures in LLM agents, synthesizing recent research on memory organization, … capable of long-term interaction and adaptation. …",l4g4cQgvp9AJ,"C Brooks, M Sterling - researchgate.net",[],https://www.researchgate.net/profile/Michael-Scholes/publication/411243076_A_Comparative_Analysis_of_Episodic_and_Semantic_Memory_in_LLMs_Insights_from_'Multi-Layered_Memory_Architectures_for_LLM_Agents/links/6a727af34baba328542ac9c9/A-Comparative-Analysis-of-Episodic-and-Semantic-Memory-in-LLMs-Insights-from-Multi-Layered-Memory-Architectures-for-LLM-Agents.pdf,unknown,unknown
Memory Approaches for LLM-Based Agents: A Comparative Study of in-Context and Episodic Architectures,"FA Santos, LA Villas, JC dos Reis",2025.0,1,"… [9] proposed Echo, a LLM augmented with temporal episodic memory, … on semantic memory, Echo integrates temporal context into its memory, supporting more coherent long-term …",xLc1eQAkCBMJ,"FA Santos, LA Villas, JC dos Reis - International Joint Conference on …, 2025 - Springer",[],https://link.springer.com/chapter/10.1007/978-3-032-15632-7_19,unknown,unknown
