title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Addressing Large Language Model-Induced Hallucinations and Inaccuracies,T Dutta Barlow,2025.0,0,"… LLM generation with factual constraints can significantly improve the factuality of summaries. … Instead of only focusing on truthfulness, we focus on improving the faithfulness of the LLM …",aOvu4xzv62MJ,T Dutta Barlow - 2025 - repository.lib.fsu.edu,[],https://repository.lib.fsu.edu/islandora/object/fsu:1041494,unknown,unknown
Trustworthiness of large language models: hallucinations,N Brunello,2026.0,5,"… delving into the mechanics of LLM hallucinations, why they occur… Faithfulness hallucinations are all types of hallucination … with many numbers, takes place to produce structured outputs. …",JOEiv91rJ3wJ,"N Brunello - Challenges and Applications of Generative Large …, 2026 - Elsevier",[],https://www.sciencedirect.com/science/chapter/edited-volume/pii/B9780443335921000073,unknown,unknown
From illusion to insight: A taxonomic survey of hallucination mitigation techniques in LLMs,"I Kazlaris, E Antoniou, K Diamantaras, C Bratsas",2025.0,23,"… ) and faithfulness (extrinsic) hallucinations as subcategories … represent a significant category of LLM output errors, in this … of an LLM and a SLM by introducing a plausibility constraint that …",kAuheh7KtmsJ,"I Kazlaris, E Antoniou, K Diamantaras, C Bratsas - AI, 2025 - preprints.org",[],https://www.preprints.org/frontend/manuscript/c5286594616981962a5a361fb2f51efc/download_pub,unknown,unknown
"Structured Knowledge, Reliable Answers: How the Ortelius Semantic Model and inorigo Metagraph Reduce LLM Hallucinations","T Gajdos, J Hellström",2026.0,0,"… (faithful) hallucination happens when the model’s output … LLM to first list all available tables and retrieve the schema of … constraints. Instead, both the relational database and the flat table …",1XVl1frerEoJ,"T Gajdos, J Hellström - LU-CS/HBG-EX, 2026 - lup.lub.lu.se",[],https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=9242945&fileOId=9242949,unknown,unknown
Epistemic Limits of Hallucination Mitigation in Large Language Models,Y Zhang,2026.0,3,"… clarify why hallucinations persist, how architectural constraints … it argues that LLM hallucinations reveal a structural analogue of … context (intrinsic failures of faithfulness). These failures …",Ozccw_oGtK4J,"Y Zhang - Foundations of Science, 2026 - Springer",[],https://link.springer.com/article/10.1007/s10699-026-10030-x,unknown,unknown
A comprehensive taxonomy of hallucinations in large language models,M Cossio,2025.0,54,"… comprehensive taxonomy of LLM hallucinations, beginning with … While intrinsic and faithfulness hallucinations largely … how LLM outputs are interpreted, controlled, or constrained in real-…",8UaJCe_6BEwJ,"M Cossio - arXiv preprint arXiv:2508.01781, 2025 - arxiv.org",[],https://arxiv.org/abs/2508.01781,unknown,unknown
LLM Hallucinations as Ghost Theories via Formal-system Imitation,M Airoldi,,0,"… , but it imposes no global constraint that learned chains remain genealogically connected to a … We develop a sharper structural answer: the induced inference graphs exhibit topological …",DrZjGvBz958J,"M Airoldi - Available at SSRN 6715800, 2026 - papers.ssrn.com",[],https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6715800,unknown,unknown
Hallucination as an inevitable byproduct of intelligence in large language models,M Kim,2025.0,2,"… of recent empirical findings on LLM hallucination rates, scaling laws, … operate under constraints that make hallucination not only … defect but an inevitable structural outcome of the very …",nSpn2I0XACUJ,M Kim - 2025 - osf.io,[],https://osf.io/preprints/psyarxiv/q2c94,unknown,unknown
Reducing LLM Hallucinations with Knowledge Graphs: A Survey,"T Dolci, M Jovanovik, K Hose",2026.0,0,"… Hallucinations are defined as the generation of outputs that are … factuality hallucinations and faithfulness hallucinations (see … generation, or constrained decoding, reduces hallucinations …",mNyqDMxvTeYJ,"T Dolci, M Jovanovik, K Hose - 2026 - hal.science",[],https://hal.science/hal-05676631/,unknown,unknown
"Reframing hallucination in large language models: a lifecycle-based, mechanism-aligned, and phenomenon-consistent definition","X Fang, H Yuan, H Li, J Kou, C Gu…",2024.0,2,"… the model encounters queries with multiple constraints [60]. … mapping hallucination sources to different stages of the LLM … of hallucination, such as factuality and faithfulness errors, but …",2BQnttw_RmEJ,"X Fang, H Yuan, H Li, J Kou, C Gu… - … on Universal Village …, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11189217/,unknown,unknown
When Models Ignore Definitions: Measuring Semantic Override Hallucinations in LLM Reasoning,"YR Thota, S Rafatirad, H Homayoun…",2026.0,1,"… override, in which an LLM reverts to its pretrained … constraints even in elementary settings. Our findings highlight a gap between surface-level correctness and specification-faithful …",MjjBjdQ0DGcJ,"YR Thota, S Rafatirad, H Homayoun… - 2026 IEEE 19th Dallas …, 2026 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11544234/,unknown,unknown
When structure predicts hallucination: Aligning LLMs with knowledge graph features,"U Ali, S Lynden, A Matono, T Amagasa",2026.0,0,"… the structure of a graph can indicate how effectively an LLM … is faithfulness hallucination, where the model’s output … Therefore, we removed all entries that did not satisfy these constraints …",3IHe6zt_-EUJ,"U Ali, S Lynden, A Matono, T Amagasa - Data & Knowledge Engineering, 2026 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0169023X26000777,unknown,unknown
"Rethinking hallucinations: A cognitive-inspired taxonomy and comprehensive survey in large language models, large vision-language models, and multimodal large …","SJ Xia, H Zhang, Y Jiang, X Chen, Y Chen…",2025.0,9,"… faithful and knowledge-grounded outputs. At the inference stage, hallucination can be further controlled through constrained … potential sources of hallucinations in LLM reasoning with …",_S3hjQ9iO1kJ,"SJ Xia, H Zhang, Y Jiang, X Chen, Y Chen… - … and Multimodal Large …, 2025 - papers.ssrn.com",[],https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5731427,unknown,unknown
Zero-source LLM Hallucination Detection with Human-like Criteria Probing,"J Yang, S Zhang, H Kang, F Liu, Q Chen…",2026.0,0,"… zerosource constraint: the detector f cannot access the LLM’s … relatively faithful, whereas those below are labeled as hallucinated. … a strictly structured and interpretable output schema to …",nUOrHGF46mwJ,"J Yang, S Zhang, H Kang, F Liu, Q Chen… - arXiv preprint arXiv …, 2026 - arxiv.org",[],https://arxiv.org/abs/2606.12900,unknown,unknown
Schema-Aware Localisation (SAL): Live Schema Grounding and Hallucination Validation for Oracle NL2SQL,"S Mishra, D Chukkapalli, GR Naik",2026.0,0,"… that grounding LLM outputs in retrieved evidence substantially reduces hallucination and … column names, data types, and relational constraints) prior to SQL generation. A grounding …",lzt6RA22eckJ,"S Mishra, D Chukkapalli, GR Naik - arXiv preprint arXiv:2607.22572, 2026 - arxiv.org",[],https://arxiv.org/abs/2607.22572,unknown,unknown
